Date,rf
2002-08-31,0.0023420935088347417
2002-09-30,0.0025319417101319353
2002-10-31,0.002521404956965956
2002-11-30,0.0027270566215313874
2002-12-31,0.0025465290499016024
2003-01-31,0.00251248829116979
2003-02-28,0.0024735689916581816
2003-03-31,0.00243625572680517
2003-04-30,0.0025643548506695257
2003-05-31,0.0023039138595752906
2003-06-30,0.0024532919386484053
2003-07-31,0.0023867515181423826
2003-08-31,0.0024175933636538804
2003-09-30,0.002912877206978859
2003-10-31,0.002973389081773803
2003-11-30,0.0028103187594084034
2003-12-31,0.003076570018059499
2004-01-31,0.003080598154918013
2004-02-29,0.00323192712677578
2004-03-31,0.0032576602600797866
2004-04-30,0.0033476690945388743
2004-05-31,0.003366142063684574
2004-06-30,0.003713219489295261
2004-07-31,0.003789991195694453
2004-08-31,0.004035068102332007
2004-09-30,0.003906624499840028
2004-10-31,0.00390742284433343
2004-11-30,0.003877080842983327
2004-12-31,0.003701218073330903
2005-01-31,0.003792389271078278
2005-02-28,0.0038123707822479425
2005-03-31,0.0036035478805667154
2005-04-30,0.0034905363507502507
2005-05-31,0.003380596560800253
2005-06-30,0.00317239143204473
2005-07-31,0.002909648778641305
2005-08-31,0.002885431921520354
2005-09-30,0.002729482807901862
2005-10-31,0.0026072845141806855
2005-11-30,0.0027036001568403467
2005-12-31,0.002721395268866056
2006-01-31,0.002574886639868046
2006-02-28,0.002441934817957403
2006-03-31,0.002424085053891245
2006-04-30,0.0025027600243381354
2006-05-31,0.0025043814742582438
2006-06-30,0.002573266443816058
2006-07-31,0.002782034329272154
2006-08-31,0.002727865357496473
2006-09-30,0.002710880395284443
2006-10-31,0.002438689666349303
2006-11-30,0.0024816785497809857
2006-12-31,0.002498706273323714
2007-01-31,0.0025311312339049152
2007-02-28,0.002573266443816058
2007-03-31,0.002788500115602055
2007-04-30,0.0029846801851649563
2007-05-31,0.0035137912951068717
2007-06-30,0.0035025655103562148
2007-07-31,0.0035634888872855264
2007-08-31,0.003593134234243678
2007-09-30,0.003657999900783526
2007-10-31,0.003758010833853964
2007-11-30,0.0037556118548347506
2007-12-31,0.003586725245666944
2008-01-31,0.003498555966724881
2008-02-29,0.0033380295383023117
2008-03-31,0.0033942459274463044
2008-04-30,0.0033380295383023117
2008-05-31,0.0034151174796119843
2008-06-30,0.003635582416203764
2008-07-31,0.003744415785418509
2008-08-31,0.003480911880892723
2008-09-30,0.0030467562736788967
2008-10-31,0.0025230260752062694
2008-11-30,0.002709262614766672
2008-12-31,0.002262466772548377
2009-01-31,0.002514109568022116
2009-02-28,0.0025473393892132545
2009-03-31,0.0025959465680680527
2009-04-30,0.002612143202231909
2009-05-31,0.0025149201956327083
2009-06-30,0.002693083230250082
2009-07-31,0.0029112630070997625
2009-08-31,0.0029112630070997625
2009-09-30,0.0029031915789923257
2009-10-31,0.003032248764614831
2009-11-30,0.0029193337207231718
2009-12-31,0.0029516094330215292
2010-01-31,0.0029516094330215292
2010-02-28,0.0029112630070997625
2010-03-31,0.002935473005047262
2010-04-30,0.0027416127712427407
2010-05-31,0.002717351230255627
2010-06-30,0.0027335263083605454
2010-07-31,0.002717351230255627
2010-08-31,0.0026453373073052067
2010-09-30,0.0027262478783913746
2010-10-31,0.0030080644524299593
2010-11-30,0.0031933138078821255
2010-12-31,0.0031933138078821255
2011-01-31,0.003185267308280393
2011-02-28,0.003313926189799865
2011-03-31,0.003233535660337905
2011-04-30,0.0031772200986699417
2011-05-31,0.0031450241575170512
2011-06-30,0.0031772200986699417
2011-07-31,0.0033701574315379013
2011-08-31,0.0032737397821989145
2011-09-30,0.0031691721789193217
2011-10-31,0.003120869740134813
2011-11-30,0.0029677430057029053
2011-12-31,0.0028870465787962374
2012-01-31,0.0027901164905321796
2012-02-29,0.0029112630070997625
2012-03-31,0.0029112630070997625
2012-04-30,0.0029112630070997625
2012-05-31,0.002870898719076642
2012-06-30,0.002765867856804771
2012-07-31,0.0027335263083605454
2012-08-31,0.002830516552409401
2012-09-30,0.002870898719076642
2012-10-31,0.002927403719995114
2012-11-30,0.002927403719995114
2012-12-31,0.0029314384517902248
2013-01-31,0.0029516094330215292
2013-02-28,0.0029516094330215292
2013-03-31,0.00282566949017804
2013-04-30,0.002870898719076642
2013-05-31,0.002826477351779655
2013-06-30,0.0029516094330215292
2013-07-31,0.0029516094330215292
2013-08-31,0.003313926189799865
2013-09-30,0.003313926189799865
2013-10-31,0.0034504276924163246
2013-11-30,0.0035923331352920584
2013-12-31,0.003778799343900019
2014-01-31,0.0037148195588312394
2014-02-28,0.0036107566318024364
2014-03-31,0.0036588004233741866
2014-04-30,0.003538643475265779
2014-05-31,0.003402274012677786
2014-06-30,0.003321961347044766
2014-07-31,0.0035129894991474675
2014-08-31,0.0034728907136196696
2014-09-30,0.0032962463518066976
2014-10-31,0.003101541598742763
2014-11-30,0.002908034521602154
2014-12-31,0.002990325212575806
2015-01-31,0.002882202521178545
2015-02-28,0.002769909743706611
2015-03-31,0.002970162795401299
2015-04-30,0.0028078947235101737
2015-05-31,0.002944348393838725
2015-06-30,0.0029750021821515205
2015-07-31,0.002849902224711487
2015-08-31,0.00278526727976125
2015-09-30,0.002689847008708224
2015-10-31,0.002536804416145122
2015-11-30,0.002537614841924052
2015-12-31,0.002354275136596362
2016-01-31,0.002394057109176062
2016-02-29,0.002392433695116214
2016-03-31,0.002373762354421327
2016-04-30,0.002422462174685336
2016-05-31,0.0024622143978112465
2016-06-30,0.0023648312302244623
2016-07-31,0.0023079762848781105
2016-08-31,0.0023079762848781105
2016-09-30,0.002278722779287534
2016-10-31,0.00225840231765706
2016-11-30,0.0024175933636538804
2016-12-31,0.0025197838098893754
2017-01-31,0.0027602089140530417
2017-02-28,0.002756166597001064
2017-03-31,0.002717351230255627
2017-04-30,0.0028523251439380726
2017-05-31,0.0030080644524299593
2017-06-30,0.002933859205167977
2017-07-31,0.0029750021821515205
2017-08-31,0.0030120956165935464
2017-09-30,0.002977421779210454
2017-10-31,0.0032061867307529024
2017-11-30,0.0032069912281047497
2017-12-31,0.0032053822263040654
2018-01-31,0.003228709974540722
2018-02-28,0.0031587088213689274
2018-03-31,0.0030950979744772678
2018-04-30,0.003001614219053206
2018-05-31,0.002988712383262593
2018-06-30,0.0029056130824531845
2018-07-31,0.0028975411541283247
2018-08-31,0.0029516094330215292
2018-09-30,0.00299435716105223
2018-10-31,0.0028975411541283247
2018-11-30,0.002788500115602055
2018-12-31,0.0026874197671493683
2019-01-31,0.0025716462189622202
2019-02-28,0.0026348136559137814
2019-03-31,0.002527078744656741
2019-04-30,0.002803046458341951
2019-05-31,0.0027068358901547462
2019-06-30,0.002692274185636112
2019-07-31,0.002614572449136432
2019-08-31,0.002521404956965956
2019-09-30,0.0025918969597751307
2019-10-31,0.002693892267683573
2019-11-30,0.0026218598014082772
2019-12-31,0.0026064747076575134
2020-01-31,0.002506813595049895
2020-02-29,0.002302288838739397
2020-03-31,0.002192532875481268
2020-04-30,0.002067982733513718
2020-05-31,0.0022283197150285705
2020-06-30,0.0023810689868337676
2020-07-31,0.002444368605830194
2020-08-31,0.002509245650938574
2020-09-30,0.0025918969597751307
2020-10-31,0.0026218598014082772
2020-11-30,0.002693083230250082
2020-12-31,0.002630765774139565
2021-01-31,0.0026501939674128394
2021-02-28,0.002700364308662717
2021-03-31,0.002629146571093921
2021-04-30,0.0026089041056422957
2021-05-31,0.002528699761979336
2021-06-30,0.002533562640963938
2021-07-31,0.0023404691687511914
2021-08-31,0.002350214774949455
2021-09-30,0.002364019266435813
2021-10-31,0.0024468023287071983
2021-11-30,0.002358335317325322
2021-12-31,0.0022901002586139807
2022-01-31,0.0022364511276695698
2022-02-28,0.0022966010375784496
2022-03-31,0.0023177253667072684
2022-04-30,0.0023372204017151343
2022-05-31,0.0023063513364911525
2022-06-30,0.0023234118494475098
2022-07-31,0.002270595138449183
2022-08-31,0.0021811432053255864
2022-09-30,0.0022892876286315644
2022-10-31,0.00218195680041533
2022-11-30,0.0024037969862438224
2022-12-31,0.0023721385787647264
2023-01-31,0.0024078549611308286
2023-02-28,0.0023956804943157106
2023-03-31,0.0023534630787409583
2023-04-30,0.0022917254968366496
2023-05-31,0.0022340117800747628
2023-06-30,0.0022088013633061454
2023-07-31,0.0022201875766214574
2023-08-31,0.0021323141991447248
2023-09-30,0.002234824903196264
2023-10-31,0.002229946055613885
2023-11-30,0.0022112413859518565
2023-12-31,0.0021241734864554385
2024-01-31,0.0020068664908001743
2024-02-29,0.00194815629524836
2024-03-31,0.0018975699525918266
2024-04-30,0.0019040988015230909
2024-05-31,0.001913075204727166
2024-06-30,0.0018216377201596412
2024-07-31,0.0017726155649389064
2024-08-31,0.0018012150288608808
2024-09-30,0.001782422107218018
2024-10-31,0.0017701637643638968
2024-11-30,0.0016957610937877732
2024-12-31,0.0013893343063426933
2025-01-31,0.001367172620010848
2025-02-28,0.0014730075786113517
2025-03-31,0.0015942792801031391
